State,Period,Population (thousands),Labor Force (thousands),Labor Force Participation Rate (LFPR) (%),LFPR compared to pre-pandemic levels (%),Employment (thousands),Unemployment (thousands),Unemployment compared to pre-pandemic levels (%),Unemployment Rate (%),Job Openings (thousands),Job Openings compared to pre-pandemic levels (%),Labor Shortage or Surplus (thousands),Available Worker Ratio,Quits (thousands),Quit Rate (%),Hires (thousands),Hire Rate (%)
Utah,8/1/2020,2424,1648,68.0,-0.3,1568,80,96.2,4.8,68,-10.5,12,1.17,39,2.5,71,4.6
Vermont,8/1/2020,535,331,62.0,-3.8,313,18,135.0,5.4,13,-18.8,5,1.39,4,1.4,13,4.6
Virginia,8/1/2020,6754,4311,63.8,-1.8,3994,316,147.8,7.3,218,2.3,98,1.45,67,1.8,185,4.8
Washington,8/1/2020,6117,3852,63.0,-2.4,3507,345,130.6,9.0,129,-21.8,216,2.67,54,1.7,114,3.5
West Virginia,8/1/2020,1442,771,53.5,-1.4,708,63,50.4,8.2,47,6.8,16,1.35,19,2.9,33,5.0
Wisconsin,8/1/2020,4695,3098,66.0,-0.2,2902,196,104.9,6.3,125,-16.1,71,1.57,53,1.9,121,4.3
Wyoming,8/1/2020,450,293,65.1,-0.7,275,18,33.0,6.2,13,-23.5,5,1.40,6,2.2,14,5.2
Alabama,7/1/2020,3954,2275,57.5,0.3,2104,171,130.9,7.5,106,7.1,65,1.61,50,2.5,88,4.5
Alaska,7/1/2020,544,349,64.2,-0.3,310,39,105.9,11.1,17,-26.1,22,2.28,11,3.8,19,6.6
Arizona,7/1/2020,5663,3468,61.2,-0.8,3158,311,84.1,9.0,140,-11.9,171,2.22,63,2.3,98,3.5
Arkansas,7/1/2020,2338,1339,57.3,-0.6,1241,98,102.9,7.3,60,3.4,38,1.63,30,2.4,54,4.4
California,7/1/2020,31173,19067,61.2,-1.9,16561,2506,191.4,13.1,731,-5.8,1775,3.43,326,2.1,712,4.5
Colorado,7/1/2020,4585,2997,65.4,-3.3,2803,194,94.4,6.5,108,-12.9,86,1.80,56,2.2,122,4.7
Connecticut,7/1/2020,2897,1905,65.8,-0.5,1683,222,198.8,11.7,53,-24.3,169,4.19,21,1.4,61,4.0
Delaware,7/1/2020,793,481,60.6,-0.4,444,36,110.9,7.6,21,-4.5,15,1.73,11,2.5,21,4.9
District of Columbia,7/1/2020,546,379,69.5,-2.0,346,33,44.2,8.7,39,18.2,-6,0.85,11,1.5,23,3.2
Florida,7/1/2020,17483,10171,58.2,-1.1,8992,1179,281.5,11.6,389,-4.7,790,3.03,222,2.7,326,3.9
Georgia,7/1/2020,8288,4974,60.0,-2.9,4589,384,103.1,7.7,254,11.9,130,1.51,121,2.8,203,4.7
Hawaii,7/1/2020,1125,675,60.0,-1.3,570,105,602.3,15.6,22,-15.4,83,4.78,16,3.0,22,4.2
Idaho,7/1/2020,1421,902,63.5,-0.7,842,60,131.9,6.6,35,-12.5,25,1.70,19,2.5,39,5.2
Illinois,7/1/2020,10106,6280,62.1,-2.0,5567,713,187.6,11.4,238,-8.8,475,3.00,129,2.3,251,4.5
Indiana,7/1/2020,5282,3317,62.8,-1.4,3023,295,152.1,8.9,145,-2.7,150,2.03,76,2.6,136,4.6
Iowa,7/1/2020,2492,1631,65.5,-3.7,1534,97,111.1,6.0,72,-2.7,25,1.35,38,2.6,68,4.6
Kansas,7/1/2020,2247,1498,66.7,-0.4,1398,100,114.5,6.7,62,-11.4,38,1.62,30,2.2,53,3.9
Kentucky,7/1/2020,3518,1966,55.9,-2.7,1852,114,33.4,5.8,102,15.9,12,1.11,31,1.7,97,5.3
Louisiana,7/1/2020,3577,2041,57.1,-0.9,1829,212,119.0,10.4,93,-5.1,119,2.28,45,2.5,81,4.5
Maine,7/1/2020,1126,663,58.9,-3.1,622,42,88.5,6.3,23,-28.1,19,1.82,11,1.9,25,4.3
Maryland,7/1/2020,4859,3198,65.8,-3.5,2947,251,118.3,7.9,152,0.7,99,1.65,52,2.0,106,4.2
Massachusetts,7/1/2020,5712,3770,66.0,-0.3,3299,471,299.5,12.5,144,-22.6,327,3.27,40,1.2,130,4.0
Michigan,7/1/2020,8050,4955,61.6,0.2,4334,621,234.4,12.5,219,3.8,402,2.84,94,2.4,234,5.9
Minnesota,7/1/2020,4475,3175,70.9,1.0,2926,249,126.6,7.8,119,-0.8,130,2.09,58,2.1,98,3.6
Mississippi,7/1/2020,2277,1233,54.2,-1.8,1131,102,40.2,8.3,59,9.3,43,1.74,25,2.3,53,4.8
Missouri,7/1/2020,4824,3074,63.7,-0.3,2854,220,109.5,7.2,139,11.2,81,1.59,62,2.3,127,4.6
Montana,7/1/2020,864,543,62.8,-0.9,506,37,88.7,6.7,24,-11.1,13,1.52,12,2.6,26,5.6
Nebraska,7/1/2020,1501,1042,69.4,-0.7,994,48,50.2,4.6,50,2.0,-2,0.96,25,2.6,41,4.2
Nevada,7/1/2020,2461,1512,61.4,-2.8,1260,252,269.2,16.7,79,27.4,173,3.19,37,3.0,87,7.0
New Hampshire,7/1/2020,1138,758,66.6,-1.6,695,63,218.4,8.3,28,-22.2,35,2.25,10,1.6,25,4.0
New Jersey,7/1/2020,7373,4733,64.2,-0.3,4049,684,250.5,14.4,185,-2.1,499,3.70,70,1.9,228,6.2
New Mexico,7/1/2020,1664,920,55.3,-2.5,838,83,63.3,9.0,38,-11.6,45,2.18,18,2.3,31,4.0
New York,7/1/2020,16188,9546,59.0,-1.9,8347,1198,190.4,12.6,363,-8.1,835,3.30,120,1.4,344,4.1
North Carolina,7/1/2020,8191,4808,58.7,-2.7,4388,419,121.0,8.7,213,-7.0,206,1.97,97,2.2,289,6.7
North Dakota,7/1/2020,594,409,68.9,-0.4,384,25,178.3,6.2,18,-21.7,7,1.40,11,2.7,17,4.2
Ohio,7/1/2020,9314,5693,61.1,-2.4,5134,559,109.0,9.8,221,-14.7,338,2.53,127,2.4,228,4.4
Oklahoma,7/1/2020,3027,1839,60.8,0.0,1703,136,134.2,7.4,87,11.5,49,1.56,38,2.4,70,4.4
Oregon,7/1/2020,3434,2115,61.6,0.6,1920,195,162.1,9.2,92,-17.9,103,2.12,36,2.0,91,5.1
Pennsylvania,7/1/2020,10434,6508,62.4,-0.4,5830,678,125.2,10.4,263,2.3,415,2.58,99,1.8,279,5.1
Rhode Island,7/1/2020,895,576,64.3,0.1,506,70,236.9,12.2,20,-13.0,50,3.52,6,1.3,22,4.9
South Carolina,7/1/2020,4050,2340,57.8,-0.1,2174,167,144.2,7.1,103,-1.0,64,1.62,52,2.6,95,4.7
South Dakota,7/1/2020,674,464,68.8,-0.4,442,22,87.5,4.7,21,0.0,1,1.03,9,2.1,18,4.3
Tennessee,7/1/2020,5447,3273,60.1,-1.3,2979,294,155.5,9.0,147,-10.4,147,2.00,79,2.7,160,5.4
Texas,7/1/2020,22151,13961,63.0,-0.9,12667,1294,157.8,9.3,423,-20.0,871,3.06,267,2.2,510,4.3
Utah,7/1/2020,2419,1645,68.0,-0.3,1550,94,131.7,5.7,64,-15.8,30,1.47,34,2.2,71,4.7
Vermont,7/1/2020,534,333,62.4,-3.5,311,22,186.9,6.6,8,-50.0,14,2.76,5,1.8,11,4.0
Virginia,7/1/2020,6750,4307,63.8,-1.8,3949,358,180.5,8.3,191,-10.3,167,1.88,70,1.9,152,4.0
Washington,7/1/2020,6113,3874,63.4,-2.0,3467,408,172.8,10.5,121,-26.7,287,3.37,62,1.9,100,3.1
West Virginia,7/1/2020,1442,773,53.6,-1.3,700,73,73.6,9.5,46,4.5,27,1.59,17,2.6,36,5.5
Wisconsin,7/1/2020,4694,3103,66.1,0.0,2866,237,147.7,7.6,166,11.4,71,1.43,60,2.2,127,4.6
Wyoming,7/1/2020,450,294,65.3,-0.5,274,20,46.5,6.8,11,-35.3,9,1.82,7,2.6,13,4.9
Alabama,6/1/2020,3949,2264,57.3,0.1,2070,194,162.2,8.6,86,-13.1,108,2.26,40,2.1,87,4.5
Alaska,6/1/2020,544,345,63.5,-1.0,306,39,105.2,11.2,8,-65.2,31,4.83,8,2.8,8,2.8
Arizona,6/1/2020,5652,3446,61.0,-1.0,3110,337,99.6,9.8,143,-10.1,194,2.35,51,1.8,157,5.6
Arkansas,6/1/2020,2336,1336,57.2,-0.7,1231,105,118.9,7.9,47,-19.0,58,2.24,29,2.4,52,4.2
California,6/1/2020,31164,19030,61.1,-2.0,16411,2619,204.5,13.8,627,-19.2,1992,4.18,251,1.6,797,5.1
Colorado,6/1/2020,4579,3115,68.0,-0.6,2765,350,250.8,11.2,99,-20.2,251,3.54,61,2.4,156,6.1
Connecticut,6/1/2020,2903,1896,65.3,-1.0,1678,218,193.0,11.5,58,-17.1,160,3.76,22,1.5,105,7.0
Delaware,6/1/2020,792,500,63.2,2.1,437,64,270.6,12.8,24,9.1,40,2.66,9,2.1,29,6.8
District of Columbia,6/1/2020,552,378,68.5,-3.0,346,33,42.3,8.6,26,-21.2,7,1.26,13,1.8,14,2.0
Florida,6/1/2020,17459,9985,57.2,-2.1,8826,1159,274.8,11.6,351,-14.0,808,3.30,189,2.3,356,4.3
Georgia,6/1/2020,8279,4987,60.2,-2.7,4567,420,122.1,8.4,235,3.5,185,1.79,80,1.9,201,4.7
Hawaii,6/1/2020,1126,665,59.1,-2.3,550,115,669.5,17.3,21,-19.2,94,5.48,11,2.1,27,5.1
Idaho,6/1/2020,1417,897,63.3,-0.9,829,68,163.4,7.5,33,-17.5,35,2.05,18,2.4,46,6.2
Illinois,6/1/2020,10109,6251,61.8,-2.3,5462,788,217.8,12.6,211,-19.2,577,3.74,106,1.9,293,5.4
Indiana,6/1/2020,5280,3288,62.3,-1.9,2951,337,188.8,10.3,128,-14.1,209,2.64,53,1.8,165,5.7
Iowa,6/1/2020,2491,1632,65.5,-3.6,1521,111,141.0,6.8,61,-17.6,50,1.82,23,1.6,61,4.2
Kansas,6/1/2020,2245,1490,66.4,-0.7,1379,111,138.3,7.5,58,-17.1,53,1.92,22,1.7,49,3.7
Kentucky,6/1/2020,3517,1924,54.7,-3.9,1822,102,19.8,5.3,104,18.2,-2,0.98,35,2.0,119,6.7
Louisiana,6/1/2020,3578,2019,56.4,-1.5,1796,223,130.0,11.0,84,-14.3,139,2.66,42,2.4,91,5.1
Maine,6/1/2020,1125,658,58.4,-3.6,614,43,95.7,6.6,23,-28.1,20,1.89,10,1.8,29,5.1
Maryland,6/1/2020,4859,3187,65.6,-3.7,2929,258,124.3,8.1,140,-7.3,118,1.84,46,1.9,93,3.7
Massachusetts,6/1/2020,5722,3778,66.0,-0.3,3224,554,369.6,14.7,140,-24.7,414,3.95,51,1.6,194,6.1
Michigan,6/1/2020,8050,5014,62.3,0.9,4289,725,290.2,14.5,226,7.1,499,3.21,86,2.2,349,9.1
Minnesota,6/1/2020,4473,3144,70.3,0.3,2865,279,153.4,8.9,104,-13.3,175,2.68,38,1.4,141,5.3
Mississippi,6/1/2020,2277,1223,53.7,-2.3,1108,115,57.1,9.4,56,3.7,59,2.05,25,2.3,59,5.4
Missouri,6/1/2020,4822,2967,61.5,-2.5,2729,238,126.5,8.0,121,-3.2,117,1.97,60,2.2,162,6.0
Montana,6/1/2020,863,540,62.6,-1.0,499,41,113.8,7.7,18,-33.3,23,2.30,11,2.4,23,5.0
Nebraska,6/1/2020,1501,1041,69.4,-0.7,986,55,72.1,5.3,39,-20.4,16,1.41,17,1.8,36,3.7
Nevada,6/1/2020,2457,1499,61.0,-3.2,1216,283,314.2,18.9,75,21.0,208,3.77,33,2.7,135,11.2
New Hampshire,6/1/2020,1137,754,66.3,-1.9,682,72,266.2,9.6,31,-13.9,41,2.33,9,1.5,40,6.6
New Jersey,6/1/2020,7376,4629,62.7,-1.7,3958,671,243.9,14.5,190,0.5,481,3.53,69,1.9,287,8.0
New Mexico,6/1/2020,1663,913,54.9,-2.9,830,82,62.4,9.0,35,-18.6,47,2.35,14,1.8,39,5.0
New York,6/1/2020,16208,9506,58.6,-2.3,8210,1295,214.0,13.6,338,-14.4,957,3.83,110,1.3,388,4.7
North Carolina,6/1/2020,8185,4765,58.2,-3.2,4300,465,145.1,9.8,208,-9.2,257,2.24,95,2.2,232,5.4
North Dakota,6/1/2020,594,407,68.6,-0.7,381,26,192.1,6.5,16,-30.4,10,1.66,9,2.3,18,4.5
Ohio,6/1/2020,9311,5655,60.7,-2.8,5031,623,132.8,11.0,245,-5.4,378,2.54,112,2.2,344,6.7
Oklahoma,6/1/2020,3024,1827,60.4,-0.4,1677,150,159.4,8.2,75,-3.8,75,2.01,38,2.4,76,4.7
Oregon,6/1/2020,3431,2099,61.2,0.2,1886,213,186.3,10.2,86,-23.2,127,2.48,33,1.9,115,6.5
Pennsylvania,6/1/2020,10433,6463,62.0,-0.9,5734,729,142.2,11.3,257,0.0,472,2.84,91,1.7,243,4.5
Rhode Island,6/1/2020,895,571,63.8,-0.4,495,76,265.4,13.4,27,17.4,49,2.82,6,1.4,41,9.4
South Carolina,6/1/2020,4044,2328,57.6,-0.3,2145,182,167.2,7.8,116,11.5,66,1.57,51,2.5,121,6.0
South Dakota,6/1/2020,673,462,68.7,-0.5,438,25,112.7,5.3,14,-33.3,11,1.76,7,1.7,15,3.6
Tennessee,6/1/2020,5441,3250,59.7,-1.7,2920,330,186.4,10.2,149,-9.1,181,2.21,81,2.8,191,6.5
Texas,6/1/2020,22115,13856,62.7,-1.2,12458,1397,178.4,10.1,423,-20.0,974,3.30,225,1.9,563,4.7
Utah,6/1/2020,2414,1635,67.7,-0.5,1530,105,158.5,6.4,63,-17.1,42,1.67,26,1.7,68,4.5
Vermont,6/1/2020,534,334,62.6,-3.3,308,26,236.6,7.7,12,-25.0,14,2.16,5,1.8,17,6.2
Virginia,6/1/2020,6746,4277,63.4,-2.2,3896,381,198.4,8.9,191,-10.3,190,2.00,64,1.7,269,7.3
Washington,6/1/2020,6106,3875,63.5,-2.0,3422,453,203.2,11.7,136,-17.6,317,3.33,49,1.5,189,6.0
West Virginia,6/1/2020,1442,770,53.4,-1.5,689,81,92.5,10.6,41,-6.8,40,1.98,14,2.1,38,5.8
Wisconsin,6/1/2020,4691,3090,65.9,-0.3,2820,269,181.0,8.7,122,-18.1,147,2.21,42,1.5,142,5.2
Wyoming,6/1/2020,450,294,65.5,-0.4,273,21,56.8,7.3,7,-58.8,14,3.07,6,2.3,9,3.4
Alabama,5/1/2020,3945,2262,57.3,0.1,2027,235,217.8,10.4,97,-2.0,138,2.43,30,1.6,88,4.7
Alaska,5/1/2020,544,344,63.2,-1.2,303,40,114.1,11.7,6,-73.9,34,6.72,5,1.8,18,6.3
Arizona,5/1/2020,5642,3446,61.1,-0.9,3060,386,129.0,11.2,145,-8.8,241,2.66,38,1.4,199,7.3
Arkansas,5/1/2020,2335,1342,57.5,-0.4,1223,119,147.6,8.9,48,-17.2,71,2.48,21,1.8,64,5.3
California,5/1/2020,31156,18561,59.6,-3.4,15636,2925,240.1,15.8,603,-22.3,2322,4.85,211,1.4,1026,6.8
Colorado,5/1/2020,4574,3095,67.7,-1.0,2733,363,263.5,11.7,111,-10.5,252,3.27,32,1.3,183,7.3
Connecticut,5/1/2020,2910,1905,65.5,-0.8,1679,226,203.5,11.9,51,-27.1,175,4.43,19,1.3,112,7.8
Delaware,5/1/2020,791,495,62.6,1.6,429,67,286.2,13.4,19,-13.6,48,3.50,10,2.5,23,5.7
District of Columbia,5/1/2020,559,380,68.0,-3.5,346,33,45.8,8.8,21,-36.4,12,1.59,13,1.8,20,2.8
Florida,5/1/2020,17437,10084,57.8,-1.5,8657,1427,361.4,14.1,325,-20.3,1102,4.39,128,1.6,514,6.4
Georgia,5/1/2020,8270,5053,61.1,-1.8,4557,496,161.9,9.8,217,-4.4,279,2.28,86,2.0,205,4.9
Hawaii,5/1/2020,1127,666,59.1,-2.2,528,138,822.5,20.7,26,0.0,112,5.31,13,2.6,36,7.1
Idaho,5/1/2020,1414,898,63.5,-0.7,816,82,218.3,9.1,36,-10.0,46,2.27,13,1.8,70,9.7
Illinois,5/1/2020,10112,6290,62.2,-2.0,5364,926,273.3,14.7,191,-26.8,735,4.85,108,2.0,250,4.7
Indiana,5/1/2020,5277,3286,62.3,-1.9,2875,411,251.4,12.5,127,-14.8,284,3.23,49,1.8,249,8.9
Iowa,5/1/2020,2490,1654,66.4,-2.7,1514,140,203.8,8.5,55,-25.7,85,2.55,20,1.4,65,4.6
Kansas,5/1/2020,2244,1497,66.7,-0.4,1360,137,193.6,9.2,58,-17.1,79,2.37,14,1.1,59,4.5
Kentucky,5/1/2020,3516,2054,58.4,-0.2,1790,263,209.3,12.8,91,3.4,172,2.89,37,2.2,87,5.1
Louisiana,5/1/2020,3578,2014,56.3,-1.7,1766,248,155.5,12.3,87,-11.2,161,2.85,38,2.2,92,5.3
Maine,5/1/2020,1125,672,59.8,-2.3,608,64,187.6,9.5,22,-31.3,42,2.90,6,1.1,33,5.9
Maryland,5/1/2020,4859,3204,65.9,-3.3,2921,283,146.2,8.8,114,-24.5,169,2.49,45,1.9,132,5.4
Massachusetts,5/1/2020,5732,3671,64.0,-2.3,3144,526,346.3,14.3,114,-38.7,412,4.61,38,1.2,147,4.7
Michigan,5/1/2020,8050,4883,60.7,-0.7,3942,941,406.3,19.3,131,-37.9,810,7.18,52,1.5,296,8.4
Minnesota,5/1/2020,4471,3068,68.6,-1.3,2726,342,211.0,11.1,88,-26.7,254,3.88,31,1.2,107,4.1
Mississippi,5/1/2020,2277,1221,53.6,-2.4,1085,137,87.1,11.2,53,-1.9,84,2.58,25,2.4,66,6.3
Missouri,5/1/2020,4819,2870,59.6,-4.4,2594,276,162.5,9.6,103,-17.6,173,2.68,57,2.2,187,7.1
Montana,5/1/2020,862,542,62.9,-0.8,492,50,159.1,9.2,23,-14.8,27,2.18,6,1.3,47,10.5
Nebraska,5/1/2020,1500,1045,69.7,-0.4,978,67,110.8,6.4,32,-34.7,35,2.10,14,1.5,43,4.6
Nevada,5/1/2020,2453,1390,56.7,-7.5,1046,344,403.9,24.7,53,-14.5,291,6.49,36,3.3,115,10.4
New Hampshire,5/1/2020,1137,757,66.6,-1.7,667,89,352.4,11.8,29,-19.4,60,3.08,6,1.0,37,6.3
New Jersey,5/1/2020,7380,4571,61.9,-2.5,3865,706,261.8,15.4,162,-14.3,544,4.36,72,2.0,262,7.5
New Mexico,5/1/2020,1662,911,54.8,-3.0,826,85,66.8,9.3,37,-14.0,48,2.28,12,1.6,42,5.5
New York,5/1/2020,16229,9419,58.0,-2.9,7844,1575,281.8,16.7,315,-20.3,1260,5.00,97,1.2,364,4.5
North Carolina,5/1/2020,8179,4764,58.2,-3.1,4209,555,192.2,11.6,183,-20.1,372,3.03,91,2.2,238,5.7
North Dakota,5/1/2020,593,408,68.8,-0.5,378,30,228.1,7.3,17,-26.1,13,1.75,9,2.3,30,7.6
Ohio,5/1/2020,9309,5655,60.7,-2.8,4930,726,171.1,12.8,228,-12.0,498,3.18,81,1.7,405,8.3
Oklahoma,5/1/2020,3022,1827,60.5,-0.3,1648,178,207.6,9.8,86,10.3,92,2.08,31,2.0,104,6.6
Oregon,5/1/2020,3428,2098,61.2,0.2,1850,248,233.5,11.8,76,-32.1,172,3.27,31,1.8,105,6.2
Pennsylvania,5/1/2020,10432,6461,61.9,-0.9,5630,832,176.2,12.9,208,-19.1,624,4.00,60,1.2,253,4.9
Rhode Island,5/1/2020,895,571,63.8,-0.4,483,88,321.7,15.4,21,-8.7,67,4.19,4,1.0,33,8.0
South Carolina,5/1/2020,4039,2335,57.8,0.0,2118,217,217.5,9.3,96,-7.7,121,2.26,43,2.2,133,6.8
South Dakota,5/1/2020,673,464,69.0,-0.2,433,31,166.1,6.6,11,-47.6,20,2.80,5,1.2,18,4.4
Tennessee,5/1/2020,5436,3257,59.9,-1.5,2862,395,243.1,12.1,144,-12.2,251,2.75,68,2.4,212,7.5
Texas,5/1/2020,22081,13855,62.7,-1.1,12241,1614,221.7,11.7,416,-21.4,1198,3.88,273,2.3,739,6.3
Utah,5/1/2020,2410,1636,67.9,-0.4,1510,126,210.5,7.7,71,-6.6,55,1.78,21,1.4,98,6.6
Vermont,5/1/2020,534,339,63.5,-2.3,307,32,322.3,9.6,12,-25.0,20,2.70,0,0.0,19,7.2
Virginia,5/1/2020,6743,4284,63.5,-2.1,3854,429,236.3,10.0,163,-23.5,266,2.63,55,1.5,116,3.2
Washington,5/1/2020,6099,3922,64.3,-1.1,3388,533,256.9,13.6,126,-23.6,407,4.23,59,1.9,211,6.8
West Virginia,5/1/2020,1442,774,53.6,-1.3,677,97,128.8,12.5,38,-13.6,59,2.54,12,1.9,38,6.1
Wisconsin,5/1/2020,4689,3100,66.1,0.0,2773,327,240.9,10.5,119,-20.1,208,2.75,34,1.3,130,4.9
Wyoming,5/1/2020,449,299,66.5,0.6,273,26,90.5,8.7,7,-58.8,19,3.73,4,1.5,15,5.7
Alabama,4/1/2020,3942,2184,55.4,-1.8,1884,301,306.1,13.8,71,-28.3,230,4.24,29,1.6,56,3.0
Alaska,4/1/2020,544,335,61.7,-2.7,297,39,106.6,11.6,13,-43.5,26,2.99,7,2.5,13,4.6
Arizona,4/1/2020,5632,3393,60.2,-1.7,2925,469,177.8,13.8,122,-23.3,347,3.84,42,1.6,80,3.0
Arkansas,4/1/2020,2334,1347,57.7,-0.2,1211,136,182.5,10.1,52,-10.3,84,2.61,19,1.6,41,3.5
California,4/1/2020,31152,18699,60.0,-3.0,15688,3010,250.0,16.1,452,-41.8,2558,6.66,191,1.3,457,3.1
Colorado,4/1/2020,4569,2998,65.6,-3.1,2662,335,236.2,11.2,98,-21.0,237,3.42,24,1.0,99,4.1
Connecticut,4/1/2020,2917,1831,62.8,-3.5,1679,152,104.2,8.3,45,-35.7,107,3.38,20,1.4,33,2.3
Delaware,4/1/2020,791,471,59.5,-1.5,409,62,256.8,13.1,16,-27.3,46,3.84,10,2.5,12,3.0
District of Columbia,4/1/2020,565,392,69.3,-2.1,348,44,92.0,11.3,28,-15.2,16,1.57,9,1.2,12,1.7
Florida,4/1/2020,17417,9372,53.8,-5.5,8121,1251,304.6,13.3,267,-34.6,984,4.69,130,1.7,270,3.5
Georgia,4/1/2020,8263,4947,59.9,-3.0,4330,617,226.3,12.5,156,-31.3,461,3.96,84,2.1,141,3.5
Hawaii,4/1/2020,1128,649,57.6,-3.7,504,146,874.9,22.5,17,-34.6,129,8.58,12,2.4,13,2.6
Idaho,4/1/2020,1411,886,62.8,-1.4,781,104,305.8,11.8,36,-10.0,68,2.89,13,1.9,36,5.2
Illinois,4/1/2020,10116,6257,61.9,-2.3,5113,1144,361.2,18.3,151,-42.1,993,7.58,106,2.0,220,4.1
Indiana,4/1/2020,5276,3213,60.9,-3.3,2669,543,365.1,16.9,80,-46.3,463,6.79,52,1.9,102,3.8
Iowa,4/1/2020,2489,1687,67.8,-1.4,1501,186,304.2,11.0,46,-37.8,140,4.05,16,1.1,46,3.3
Kansas,4/1/2020,2244,1488,66.3,-0.8,1308,180,285.6,12.1,52,-25.7,128,3.46,16,1.3,41,3.2
Kentucky,4/1/2020,3516,2039,58.0,-0.6,1698,341,300.0,16.7,70,-20.5,271,4.87,35,2.1,64,3.8
Louisiana,4/1/2020,3579,1976,55.2,-2.8,1709,267,175.7,13.5,62,-36.7,205,4.31,34,2.0,48,2.8
Maine,4/1/2020,1124,655,58.2,-3.8,594,61,173.7,9.3,22,-31.3,39,2.76,6,1.1,15,2.8
Maryland,4/1/2020,4860,3200,65.8,-3.4,2913,287,149.6,9.0,93,-38.4,194,3.09,37,1.5,67,2.8
Massachusetts,4/1/2020,5743,3509,61.1,-5.2,2886,623,428.7,17.8,117,-37.1,506,5.33,36,1.2,77,2.5
Michigan,4/1/2020,8051,4562,56.7,-4.7,3525,1036,457.8,22.7,92,-56.4,944,11.26,53,1.6,123,3.6
Minnesota,4/1/2020,4469,2996,67.0,-2.9,2731,265,141.3,8.9,92,-23.3,173,2.88,34,1.3,84,3.3
Mississippi,4/1/2020,2277,1208,53.0,-3.0,1020,188,157.5,15.6,37,-31.5,151,5.08,19,1.9,37,3.7
Missouri,4/1/2020,4818,2927,60.8,-3.2,2587,340,223.0,11.6,79,-36.8,261,4.30,49,1.9,84,3.3
Montana,4/1/2020,861,537,62.4,-1.3,473,64,231.7,11.9,20,-25.9,44,3.21,9,2.1,20,4.7
Nebraska,4/1/2020,1499,1045,69.7,-0.4,959,86,168.7,8.2,37,-24.5,49,2.31,10,1.1,34,3.6
Nevada,4/1/2020,2449,1469,60.0,-4.2,1021,448,557.0,30.5,38,-38.7,410,11.80,22,2.0,51,4.6
New Hampshire,4/1/2020,1136,742,65.3,-2.9,624,118,499.9,16.0,26,-27.8,92,4.56,8,1.4,18,3.1
New Jersey,4/1/2020,7384,4479,60.7,-3.8,3809,670,243.5,15.0,146,-22.8,524,4.59,60,1.7,96,2.7
New Mexico,4/1/2020,1661,900,54.1,-3.7,818,81,60.5,9.0,37,-14.0,44,2.20,13,1.7,26,3.4
New York,4/1/2020,16253,9119,56.1,-4.8,7691,1429,246.2,15.7,268,-32.2,1161,5.33,79,1.0,160,2.0
North Carolina,4/1/2020,8175,4625,56.6,-4.8,3969,656,245.7,14.2,153,-33.2,503,4.29,63,1.5,150,3.7
North Dakota,4/1/2020,593,410,69.2,-0.1,375,36,293.9,8.7,16,-30.4,20,2.23,7,1.8,17,4.4
Ohio,4/1/2020,9309,5535,59.5,-4.0,4624,911,240.4,16.5,167,-35.5,744,5.46,73,1.5,155,3.3
Oklahoma,4/1/2020,3019,1803,59.7,-1.1,1578,226,288.9,12.5,79,1.3,147,2.86,36,2.3,63,4.1
Oregon,4/1/2020,3426,2036,59.4,-1.6,1756,279,275.3,13.7,73,-34.8,206,3.83,26,1.5,50,3.0
Pennsylvania,4/1/2020,10434,6345,60.8,-2.0,5321,1024,240.0,16.1,211,-17.9,813,4.85,56,1.1,108,2.2
Rhode Island,4/1/2020,895,545,60.9,-3.3,448,97,366.4,17.9,15,-34.8,82,6.49,8,2.0,13,3.3
South Carolina,4/1/2020,4034,2323,57.6,-0.3,2050,273,299.9,11.7,83,-20.2,190,3.29,38,2.0,73,3.9
South Dakota,4/1/2020,672,464,69.0,-0.2,423,41,252.0,8.8,16,-23.8,25,2.54,4,1.0,15,3.8
Tennessee,4/1/2020,5431,3192,58.8,-2.7,2689,503,336.2,15.7,96,-41.5,407,5.24,59,2.1,83,3.0
Texas,4/1/2020,22050,13301,60.3,-3.6,11598,1703,239.4,12.8,289,-45.4,1414,5.89,186,1.6,314,2.7
Utah,4/1/2020,2405,1623,67.5,-0.8,1461,162,297.2,10.0,72,-5.3,90,2.24,14,1.0,66,4.6
Vermont,4/1/2020,534,352,66.0,0.2,303,50,548.4,14.1,12,-25.0,38,4.15,2,0.8,9,3.6
Virginia,4/1/2020,6741,4304,63.8,-1.8,3790,514,302.3,11.9,157,-26.3,357,3.27,53,1.5,79,2.2
Washington,4/1/2020,6093,3975,65.2,-0.2,3296,679,354.2,17.1,80,-51.5,599,8.49,46,1.5,72,2.3
West Virginia,4/1/2020,1442,761,52.7,-2.2,641,120,185.2,15.8,35,-20.5,85,3.44,10,1.6,16,2.6
Wisconsin,4/1/2020,4687,3080,65.7,-0.4,2647,433,351.9,14.1,101,-32.2,332,4.29,27,1.0,62,2.4
Wyoming,4/1/2020,449,287,64.0,-1.8,273,15,6.1,5.1,13,-23.5,2,1.12,3,1.1,12,4.6
Alabama,3/1/2020,3940,2247,57.0,-0.2,2171,76,2.2,3.4,79,-20.2,-3,0.96,32,1.5,76,3.7
Alaska,3/1/2020,544,350,64.3,-0.1,331,19,0.7,5.4,21,-8.7,-2,0.90,9,2.7,19,5.8
